loc_rowid,pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
2362,K2-186 b,K2-186,1,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,41.47421900,,3.172,0.283,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5784.00,0.98,1.02,0.060,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h01m20.41s,135.3350487,+18d49m31.04s,18.8252879,330.7390000,12.4130000,10.7740000,12.1713000,2018-02-14,2018-03,2018-02-15
2363,K2-186 b,K2-186,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,41.46610000,,3.450,0.308,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.06,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h01m20.41s,135.3350487,+18d49m31.04s,18.8252879,330.7390000,12.4130000,10.7740000,12.1713000,2019-09-05,2019-09,2019-09-05
2364,K2-187 b,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,0.77392000,0.016400,1.300,0.116,,,,,,1815,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5484.00,0.92,0.98,0.230,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2018-10-24,2018-12,2018-10-26
2365,K2-187 b,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.77398700,,1.500,0.130,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.92,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2019-09-05,2019-09,2019-09-05
2366,K2-187 b,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,0.77398100,,1.383,0.123,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5477.00,0.89,0.97,0.260,[Fe/H],4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2018-10-24,2018-03,2018-02-15
2367,K2-187 b,K2-187,1,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.77401000,,1.200,0.107,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5438.00,0.83,,0.000,[Fe/H],4.60,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2022-03-28,2021-08,2022-03-28
2368,K2-187 c,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.87162000,,1.900,0.170,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.92,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2019-09-05,2019-09,2019-09-05
2369,K2-187 c,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,2.87134800,,1.800,0.160,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.96,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2017-12-14,2018-01,2017-12-14
2370,K2-187 c,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,2.87204200,0.039200,1.800,0.161,,,,,,1173,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5484.00,0.92,0.98,0.230,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2018-10-24,2018-12,2018-10-26
2371,K2-187 c,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2.87178800,,1.701,0.152,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5477.00,0.89,0.97,0.260,[Fe/H],4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2018-10-24,2018-03,2018-02-15
2372,K2-187 c,K2-187,1,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,2.87151200,,1.400,0.125,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5438.00,0.83,,0.000,[Fe/H],4.60,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2022-03-28,2021-08,2022-03-28
2373,K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.15000000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5374.67,0.92,0.93,0.266,[M/H],4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2016-07-18,2016-10,2016-07-18
2374,K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,7.15451552,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5374.67,0.92,0.93,0.266,[M/H],4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2016-12-21,2016-10,2016-12-21
2375,K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.14998000,,3.510,0.313,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.92,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2019-09-05,2019-09,2019-09-05
2376,K2-187 d,K2-187,1,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,7.14958400,,2.400,0.214,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5438.00,0.83,,0.000,[Fe/H],4.60,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2022-03-28,2021-08,2022-03-28
2377,K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,7.14907900,,3.221,0.287,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5477.00,0.89,0.97,0.260,[Fe/H],4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2018-10-24,2018-03,2018-02-15
2378,K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,7.14933600,,3.400,0.300,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.96,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2017-12-14,2018-01,2017-12-14
2379,K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,7.14921000,0.072000,3.170,0.283,,,,,,865,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5484.00,0.92,0.98,0.230,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2018-10-24,2018-12,2018-10-26
2380,K2-187 e,K2-187,1,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,13.60662900,,1.900,0.170,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5438.00,0.83,,0.000,[Fe/H],4.60,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2022-03-28,2021-08,2022-03-28
2381,K2-187 e,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.60496000,,2.690,0.240,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.92,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2019-09-05,2019-09,2019-09-05
2382,K2-187 e,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,13.60851100,,2.500,0.220,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.96,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2017-12-14,2018-01,2017-12-14
2383,K2-187 e,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,13.60987800,0.110600,2.380,0.212,,,,,,698,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5484.00,0.92,0.98,0.230,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2018-10-24,2018-12,2018-10-26
2384,K2-187 e,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,13.60834100,,2.255,0.201,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5477.00,0.89,0.97,0.260,[Fe/H],4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.9160000,13.1020000,11.1960000,12.8673000,2018-10-24,2018-03,2018-02-15
2385,K2-188 b,K2-188,1,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,1.74216900,0.028900,1.350,0.120,,,,,,1692,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5977.00,1.19,1.06,-0.010,[Fe/H],4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.8210000,12.6570000,11.1490000,12.4903000,2020-03-30,2018-12,2018-10-26
2386,K2-188 b,K2-188,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,1.74298300,,1.259,0.112,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5982.00,1.11,1.11,0.160,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.8210000,12.6570000,11.1490000,12.4903000,2020-03-30,2018-03,2018-02-15
2387,K2-188 c,K2-188,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,7.80759500,,2.625,0.234,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5982.00,1.11,1.11,0.160,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.8210000,12.6570000,11.1490000,12.4903000,2020-03-30,2018-03,2018-02-15
2388,K2-188 c,K2-188,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,7.80920520,,2.709,0.242,,,,,230.63,1085,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5906.90,1.22,,,,4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.8210000,12.6570000,11.1490000,12.4903000,2022-08-09,2017-07,2022-08-09
2389,K2-188 c,K2-188,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.80905000,,2.790,0.249,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.18,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.8210000,12.6570000,11.1490000,12.4903000,2019-09-05,2019-09,2019-09-05
2390,K2-188 c,K2-188,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.80900000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5906.90,1.22,1.07,-0.063,[M/H],4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.8210000,12.6570000,11.1490000,12.4903000,2016-07-18,2016-10,2016-07-18
2391,K2-188 c,K2-188,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,7.81110453,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5906.90,1.22,1.07,-0.063,[M/H],4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.8210000,12.6570000,11.1490000,12.4903000,2016-12-21,2016-10,2016-12-21
2392,K2-188 c,K2-188,1,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,7.81025300,0.078500,2.830,0.252,,,,,,1026,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5977.00,1.19,1.06,-0.010,[Fe/H],4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.8210000,12.6570000,11.1490000,12.4903000,2020-03-30,2018-12,2018-10-26
2393,K2-188 c,K2-188,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,7.80975700,,2.900,0.260,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,1.19,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.8210000,12.6570000,11.1490000,12.4903000,2017-12-14,2018-01,2017-12-14
2394,K2-189 b,K2-189,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.58819000,,1.587,0.142,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.88,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h34m29.15s,203.6214411,-15d02m11.46s,-15.0365158,242.1130000,12.3980000,10.5890000,12.2538000,2019-09-05,2019-09,2019-09-05
2395,K2-189 b,K2-189,1,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,2.58830900,0.036100,1.520,0.136,,,,,,1197,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5519.00,0.87,0.94,0.000,[Fe/H],4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h34m29.15s,203.6214411,-15d02m11.46s,-15.0365158,242.1130000,12.3980000,10.5890000,12.2538000,2018-10-30,2018-12,2018-10-26
